,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
364,Giga Chikadze,4,0.6666666666666666,2,0.5,0,Featherweight,False
365,Jamey Simmons,8,0.5,8,0.5,1,Featherweight,True
366,Raoni Barcelos,68,0.3063063063063063,49,0.24,0,Bantamweight,False
367,Khalid Taha,129,0.589041095890411,120,0.57,0,Bantamweight,False
368,Trevin Giles,60,0.5309734513274337,26,0.34,0,Middleweight,False
369,Bevon Lewis,51,0.6986301369863014,38,0.64,2,Middleweight,True
370,Gustavo Lopez,18,0.43902439024390244,17,0.42,0,Bantamweight,False
371,Anthony Birchak,33,0.66,26,0.6,0,Bantamweight,False
372,Max Griffin,46,0.3709677419354839,45,0.36,0,Welterweight,False
373,Ramiz Brahimaj,82,0.4685714285714286,74,0.44,0,Welterweight,True
374,Chris Gruetzemacher,29,0.5576923076923077,29,0.55,1,Lightweight,True
375,Alexander Hernandez,8,0.2962962962962963,8,0.29,0,Lightweight,False
376,Adrian Yanez,9,0.5625,6,0.46,0,Bantamweight,False
377,Victor Rodriguez,18,0.5142857142857142,17,0.5,1,Bantamweight,True
378,Maurice Greene,56,0.6588235294117647,46,0.62,1,Heavyweight,True
379,Greg Hardy,17,0.4594594594594595,17,0.45,0,Heavyweight,False
380,Sean Strickland,48,0.19047619047619047,48,0.19,0,Middleweight,False
381,Jack Marshman,106,0.4669603524229075,106,0.46,0,Middleweight,False
382,Bobby Green,43,0.35833333333333334,42,0.35,0,Lightweight,False
383,Thiago Moises,94,0.5026737967914439,85,0.48,0,Lightweight,False
384,Kevin Holland,2,1.0,2,1.0,0,Middleweight,False
385,Charlie Ontiveros,33,0.9705882352941176,11,0.91,0,Middleweight,False
386,Uriah Hall,57,0.5,53,0.48,0,Middleweight,False
387,Anderson Silva,61,0.5446428571428571,60,0.54,2,Middleweight,True
388,Bryce Mitchell,51,0.5257731958762887,27,0.37,0,Featherweight,False
389,Andre Fili,100,0.7407407407407407,46,0.66,0,Featherweight,False
390,Dustin Jacoby,10,0.3225806451612903,10,0.32,0,Light Heavyweight,False
391,Justin Ledet,22,0.5789473684210527,22,0.57,2,Light Heavyweight,True
392,Cole Williams,50,0.7142857142857143,20,0.64,0,Welterweight,False
393,Jason Witt,23,0.8518518518518519,1,0.2,0,Welterweight,False
394,Miles Johns,38,0.2676056338028169,33,0.24,0,Bantamweight,False
395,Kevin Natividad,56,0.49122807017543857,48,0.45,1,Bantamweight,True
396,Jacob Malkoun,7,0.6363636363636364,7,0.63,1,Middleweight,True
397,Phil Hawes,0,0.0,0,0.0,0,Middleweight,False
398,Alexander Volkov,16,0.27586206896551724,16,0.27,0,Heavyweight,False
399,Walt Harris,45,0.6164383561643836,45,0.61,0,Heavyweight,True
400,Magomed Ankalaev,11,0.3055555555555556,11,0.3,0,Light Heavyweight,False
401,Ion Cutelaba,21,0.5121951219512195,21,0.51,2,Light Heavyweight,True
402,Stefan Struve,48,0.7619047619047619,27,0.64,1,Heavyweight,True
403,Tai Tuivasa,13,0.6842105263157895,13,0.68,0,Heavyweight,False
404,Robert Whittaker,58,0.6170212765957447,53,0.59,0,Middleweight,False
405,Jared Cannonier,75,0.47468354430379744,69,0.45,1,Middleweight,False
406,Lauren Murphy,27,0.3375,23,0.3,0,Women's Flyweight,False
407,Liliya Shakirova,32,0.3333333333333333,22,0.25,0,Women's Flyweight,False
408,Khabib Nurmagomedov,29,0.6304347826086957,29,0.64,0,Lightweight,False
409,Justin Gaethje,26,0.325,26,0.32,0,Lightweight,False
410,Nathaniel Wood,125,0.5020080321285141,123,0.49,0,Catch Weight,False
411,Casey Kenney,138,0.4246153846153846,136,0.42,0,Catch Weight,False
412,Joel Alvarez,15,0.9375,1,1.0,0,Lightweight,False
413,Alexander Yakovlev,10,0.7692307692307693,4,0.66,0,Lightweight,False
414,Liana Jojua,49,0.5157894736842106,49,0.51,0,Women's Flyweight,True
415,Miranda Maverick,30,0.375,30,0.37,0,Women's Flyweight,False
416,Da-Un Jung,69,0.3898305084745763,59,0.35,0,Light Heavyweight,False
417,Sam Alvey,61,0.45864661654135336,56,0.44,1,Light Heavyweight,False
418,Alex Oliveira,32,0.7272727272727273,13,0.52,0,Welterweight,False
419,Shavkat Rakhmonov,16,0.6153846153846154,9,0.5,0,Welterweight,False
420,Katlyn Chookagian,62,0.7848101265822784,28,0.65,1,Women's Flyweight,True
421,Jessica Andrade,27,0.4426229508196721,19,0.35,0,Women's Flyweight,False
422,Thomas Almeida,73,0.35609756097560974,73,0.35,0,Featherweight,False
423,Jonathan Martinez,64,0.3742690058479532,64,0.37,0,Featherweight,False
424,Jimmy Crute,7,0.4117647058823529,7,0.41,0,Light Heavyweight,False
425,Modestas Bukauskas,18,0.72,17,0.7,2,Light Heavyweight,True
426,Mateusz Gamrot,43,0.46236559139784944,37,0.43,1,Lightweight,False
427,Guram Kutateladze,69,0.45695364238410596,52,0.41,0,Lightweight,False
428,Junyong Park,13,0.52,5,0.35,0,Middleweight,False
429,John Phillips,260,0.7428571428571429,10,0.47,0,Middleweight,False
430,Gillian Robertson,39,0.639344262295082,22,0.51,0,Women's Flyweight,False
431,Poliana Botelho,104,0.6459627329192547,57,0.58,0,Women's Flyweight,False
432,Claudio Silva,96,0.5925925925925926,94,0.59,0,Welterweight,False
433,James Krause,66,0.3055555555555556,64,0.29,0,Welterweight,False
434,Brian Ortega,64,0.3855421686746988,62,0.38,0,Featherweight,False
435,Chan Sung Jung,129,0.602803738317757,127,0.59,2,Featherweight,False
436,Gadzhimurad Antigulov,66,0.5238095238095238,34,0.44,0,Light Heavyweight,True
437,Maxim Grishin,31,0.7045454545454546,12,0.52,0,Light Heavyweight,False
438,Said Nurmagomedov,3,0.42857142857142855,3,0.42,0,Bantamweight,False
439,Mark Striegl,18,0.75,18,0.75,0,Bantamweight,True
440,Jamie Mullarkey,54,0.5510204081632653,47,0.52,0,Lightweight,False
441,Fares Ziam,29,0.34523809523809523,20,0.27,0,Lightweight,False
442,Marlon Moraes,38,0.4318181818181818,38,0.43,1,Bantamweight,True
443,Cory Sandhagen,14,0.28,14,0.28,0,Bantamweight,False
444,Tom Breese,2,0.125,2,0.13,0,Middleweight,False
445,KB Bhullar,18,0.6428571428571429,17,0.62,1,Middleweight,True
446,Chris Daukaus,1,0.25,1,0.25,0,Heavyweight,False
447,Rodrigo Nascimento,13,0.6190476190476191,13,0.61,2,Heavyweight,True
448,Markus Perez,26,0.4482758620689655,26,0.44,1,Middleweight,True
449,Dricus Du Plessis,14,0.32558139534883723,14,0.32,0,Middleweight,False
450,Ben Rothwell,155,0.5656934306569343,94,0.51,0,Heavyweight,False
451,Marcin Tybura,95,0.3310104529616725,89,0.32,0,Heavyweight,False
452,Youssef Zalal,30,0.4838709677419355,13,0.39,0,Featherweight,False
453,Ilia Topuria,40,0.47058823529411764,17,0.32,0,Featherweight,False
454,Tom Aspinall,5,0.35714285714285715,3,0.25,0,Heavyweight,False
455,Alan Baudot,17,0.6538461538461539,16,0.64,0,Heavyweight,True
456,Edson Barboza,25,0.423728813559322,11,0.28,0,Featherweight,False
457,Makwan Amirkhani,34,0.44155844155844154,32,0.43,2,Featherweight,False
458,Impa Kasanganay,29,0.30526315789473685,29,0.3,1,Middleweight,True
459,Joaquin Buckley,31,0.36470588235294116,28,0.35,0,Middleweight,False
460,Giga Chikadze,35,0.2692307692307692,34,0.26,0,Featherweight,False
461,Omar Morales,69,0.4233128834355828,65,0.41,1,Featherweight,False
462,Ali AlQaisi,61,0.5596330275229358,23,0.37,0,Bantamweight,False
463,Tony Kelley,58,0.5631067961165048,29,0.43,0,Bantamweight,False
464,Tracy Cortez,27,0.38571428571428573,10,0.31,0,Women's Bantamweight,False
465,Stephanie Egger,66,0.6055045871559633,20,0.47,0,Women's Bantamweight,False
466,Bruno Silva,69,0.45394736842105265,46,0.37,0,Flyweight,False
467,Tagir Ulanbekov,59,0.44029850746268656,47,0.41,0,Flyweight,False
468,Carlos Condit,84,0.46153846153846156,84,0.46,0,Welterweight,False
469,Court McGee,88,0.3826086956521739,88,0.38,1,Welterweight,False
470,Dequan Townsend,109,0.6526946107784432,85,0.63,0,Middleweight,True
471,Dusko Todorovic,21,0.42857142857142855,13,0.31,0,Middleweight,False
472,Charles Jourdain,51,0.3923076923076923,46,0.37,1,Featherweight,False
473,Josh Culibao,68,0.5396825396825397,44,0.43,0,Featherweight,False
474,Germaine de Randamie,58,0.464,27,0.29,0,Women's Bantamweight,False
475,Julianna Pena,57,0.4789915966386555,37,0.4,0,Women's Bantamweight,False
476,Kyler Phillips,20,0.46511627906976744,11,0.36,0,Bantamweight,False
477,Cameron Else,34,0.425,32,0.41,0,Bantamweight,True
478,Holly Holm,92,0.4380952380952381,69,0.37,0,Women's Bantamweight,False
479,Irene Aldana,187,0.5467836257309941,154,0.51,0,Women's Bantamweight,False
480,Yorgan De Castro,88,0.47058823529411764,78,0.44,0,Heavyweight,False
481,Carlos Felipe,113,0.6494252873563219,48,0.48,0,Heavyweight,False
482,Jordan Williams,81,0.6428571428571429,68,0.61,0,Middleweight,False
483,Nassourdine Imavov,62,0.45255474452554745,30,0.3,0,Middleweight,False
484,Loma Lookboonmee,39,0.52,26,0.42,0,Women's Strawweight,False
485,Jinh Yu Frey,85,0.5985915492957746,80,0.58,0,Women's Strawweight,False
486,Casey Kenney,46,0.26900584795321636,46,0.26,0,Bantamweight,False
487,Heili Alateng,109,0.4144486692015209,109,0.41,0,Bantamweight,False
488,Luigi Vendramini,2,0.2,2,0.2,0,Lightweight,False
489,Jessin Ayari,14,0.5833333333333334,13,0.56,1,Lightweight,True
490,Ketlen Vieira,72,0.47368421052631576,69,0.46,0,Women's Bantamweight,False
491,Sijara Eubanks,93,0.458128078817734,68,0.39,0,Women's Bantamweight,False
492,Israel Adesanya,12,0.46153846153846156,12,0.46,0,Middleweight,False
493,Paulo Costa,55,0.6547619047619048,55,0.65,1,Middleweight,True
494,Kai Kara-France,51,0.6,39,0.54,2,Flyweight,False
495,Brandon Royval,22,0.5641025641025641,22,0.57,1,Flyweight,False
496,Shane Young,9,0.6923076923076923,9,0.69,1,Featherweight,True
497,Ludovit Klein,4,0.5714285714285714,4,0.57,0,Featherweight,False
498,Diego Sanchez,93,0.5344827586206896,72,0.48,1,Welterweight,False
499,Jake Matthews,38,0.4,25,0.3,0,Welterweight,False
500,Brad Riddell,70,0.5263157894736842,54,0.48,0,Lightweight,False
501,Alex Da Silva,86,0.4648648648648649,67,0.4,0,Lightweight,False
502,Dominick Reyes,41,0.4606741573033708,41,0.46,1,Light Heavyweight,True
503,Jan Blachowicz,21,0.4117647058823529,21,0.41,0,Light Heavyweight,False
504,Hakeem Dawodu,40,0.40816326530612246,35,0.37,0,Featherweight,False
505,Zubaira Tukhugov,70,0.5109489051094891,69,0.5,0,Featherweight,False
506,William Knight,59,0.8194444444444444,17,0.56,0,Light Heavyweight,False
507,Aleksa Camur,58,0.7532467532467533,38,0.7,0,Light Heavyweight,False
508,Khadis Ibragimov,19,0.7307692307692307,16,0.72,0,Light Heavyweight,False
509,Danilo Marques,36,0.5538461538461539,19,0.41,0,Light Heavyweight,False
510,Juan Espino,0,0.0,0,0.0,0,Heavyweight,False
511,Jeff Hughes,21,0.7241379310344828,10,0.58,0,Heavyweight,False
512,Johnny Walker,10,0.625,7,0.53,2,Light Heavyweight,False
513,Ryan Spann,30,0.8823529411764706,26,0.86,0,Light Heavyweight,True
514,Mirsad Bektic,20,0.5882352941176471,12,0.46,0,Featherweight,False
515,Damon Jackson,76,0.7450980392156863,13,0.61,0,Featherweight,False
516,Colby Covington,67,0.5775862068965517,34,0.4,0,Welterweight,False
517,Tyron Woodley,232,0.7459807073954984,78,0.54,0,Welterweight,True
518,Mackenzie Dern,7,0.7,3,0.6,0,Women's Strawweight,False
519,Randa Markos,11,0.6470588235294118,9,0.69,0,Women's Strawweight,False
520,Jordan Espinosa,69,0.46938775510204084,68,0.46,0,Flyweight,False
521,David Dvorak,50,0.30864197530864196,50,0.3,0,Flyweight,False
522,Kevin Holland,97,0.610062893081761,57,0.51,0,Middleweight,False
523,Darren Stewart,163,0.7309417040358744,74,0.57,0,Middleweight,False
524,Khamzat Chimaev,0,0.0,0,0.0,0,Middleweight,False
525,Gerald Meerschaert,4,0.6666666666666666,4,0.66,1,Middleweight,True
526,Donald Cerrone,167,0.5060606060606061,150,0.48,0,Welterweight,False
527,Niko Price,113,0.49130434782608695,113,0.49,0,Welterweight,False
528,Jessica-Rose Clark,26,0.5909090909090909,12,0.4,0,Women's Bantamweight,False
529,Sarah Alpar,124,0.7085714285714285,76,0.71,0,Women's Bantamweight,True
530,Darrick Minner,0,0.0,0,0.0,0,Featherweight,False
531,TJ Laramie,18,0.9,15,0.88,0,Featherweight,False
532,Journey Newson,4,0.6666666666666666,4,0.66,1,Bantamweight,True
533,Randy Costa,1,0.2,1,0.2,0,Bantamweight,False
534,Mayra Bueno Silva,15,0.7142857142857143,6,0.66,0,Women's Flyweight,False
535,Mara Romero Borella,3,0.375,2,0.28,0,Women's Flyweight,False
536,Andre Ewell,85,0.4722222222222222,81,0.46,0,Bantamweight,False
537,Irwin Rivera,124,0.4119601328903654,123,0.41,0,Bantamweight,False
538,Tyson Nam,31,0.38271604938271603,30,0.37,0,Bantamweight,False
539,Jerome Rivera,36,0.5,36,0.5,1,Bantamweight,True
540,Bobby Green,38,0.42696629213483145,19,0.27,0,Lightweight,False
541,Alan Patrick,109,0.7315436241610739,61,0.64,0,Lightweight,False
542,Roosevelt Roberts,5,0.8333333333333334,5,0.83,1,Lightweight,False
543,Kevin Croom,2,0.4,2,0.4,0,Lightweight,False
544,Billy Quarantillo,62,0.5166666666666667,56,0.49,0,Featherweight,False
545,Kyle Nelson,112,0.6054054054054054,79,0.52,1,Featherweight,True
546,Julia Avila,107,0.6257309941520468,53,0.49,0,Women's Bantamweight,False
547,Sijara Eubanks,66,0.515625,34,0.39,0,Women's Bantamweight,False
548,Michelle Waterson,146,0.5251798561151079,131,0.5,0,Women's Strawweight,False
549,Angela Hill,162,0.4487534626038781,128,0.39,0,Women's Strawweight,False
550,Roxanne Modafferi,118,0.5619047619047619,97,0.51,0,Women's Flyweight,False
551,Andrea Lee,129,0.48314606741573035,60,0.35,0,Women's Flyweight,False
552,Ed Herman,114,0.7651006711409396,89,0.71,2,Light Heavyweight,False
553,Mike Rodriguez,51,0.6071428571428571,40,0.54,0,Light Heavyweight,False
554,Ottman Azaitar,1,0.1111111111111111,1,0.11,0,Lightweight,False
555,Khama Worthy,16,0.7272727272727273,16,0.72,0,Lightweight,True
556,Alexandr Romanov,29,0.7073170731707317,7,0.46,0,Heavyweight,False
557,Roque Martinez,60,0.375,55,0.37,0,Heavyweight,False
558,Brok Weaver,70,0.44871794871794873,66,0.43,2,Catch Weight,False
559,Jalin Turner,60,0.7058823529411765,56,0.7,0,Catch Weight,False
560,Bryan Barberena,54,0.5142857142857142,36,0.42,0,Welterweight,False
561,Anthony Ivy,175,0.7,63,0.5,0,Welterweight,False
562,Sabina Mazo,94,0.44339622641509435,93,0.44,0,Women's Flyweight,False
563,Justine Kish,131,0.4763636363636364,131,0.47,1,Women's Flyweight,False
564,Ovince Saint Preux,21,0.4883720930232558,19,0.47,0,Light Heavyweight,False
565,Alonzo Menifield,33,0.4125,33,0.41,1,Light Heavyweight,True
566,Brian Kelleher,1,0.2,1,0.2,0,Featherweight,False
567,Ray Rodriguez,1,0.3333333333333333,1,0.33,0,Featherweight,False
568,Michel Pereira,24,0.26373626373626374,23,0.25,0,Welterweight,False
569,Zelim Imadaev,88,0.5714285714285714,88,0.57,0,Welterweight,False
570,Viviane Araujo,88,0.4,85,0.39,0,Women's Flyweight,False
571,Montana De La Rosa,91,0.6066666666666667,82,0.58,0,Women's Flyweight,False
572,Andre Muniz,11,0.6875,5,0.62,0,Middleweight,False
573,Bartosz Fabinski,19,0.8260869565217391,4,0.5,0,Middleweight,False
574,Cole Smith,75,0.8333333333333334,42,0.75,1,Bantamweight,False
575,Hunter Azure,69,0.5702479338842975,31,0.38,0,Bantamweight,False
576,Alistair Overeem,120,0.6122448979591837,99,0.57,0,Heavyweight,False
577,Augusto Sakai,106,0.8091603053435115,92,0.8,0,Heavyweight,True
578,Alessio Di Chirico,54,0.38848920863309355,54,0.38,1,Middleweight,False
579,Zak Cummings,53,0.3375796178343949,53,0.33,0,Middleweight,False
580,Anthony Smith,141,0.8867924528301887,44,0.77,1,Light Heavyweight,False
581,Aleksandar Rakic,40,0.7547169811320755,9,0.42,0,Light Heavyweight,False
582,Ricardo Lamas,145,0.6473214285714286,89,0.52,0,Featherweight,False
583,Bill Algeo,127,0.7055555555555556,104,0.66,0,Featherweight,False
584,Robbie Lawler,116,0.8055555555555556,62,0.7,0,Welterweight,False
585,Neil Magny,41,0.6612903225806451,26,0.57,0,Welterweight,False
586,Ji Yeon Kim,123,0.5590909090909091,88,0.48,0,Women's Flyweight,False
587,Alexa Grasso,85,0.41262135922330095,68,0.36,0,Women's Flyweight,False
588,Alex Caceres,14,0.4375,14,0.43,0,Featherweight,False
589,Austin Springer,18,0.5806451612903226,18,0.58,0,Featherweight,False
590,Maki Pitolo,86,0.4321608040201005,85,0.42,0,Middleweight,False
591,Impa Kasanganay,72,0.41379310344827586,71,0.41,0,Middleweight,False
592,Sean Brady,17,0.425,16,0.41,0,Welterweight,False
593,Christian Aguilera,65,0.6565656565656566,34,0.56,0,Welterweight,False
594,Mallory Martin,75,0.5769230769230769,49,0.49,1,Women's Strawweight,False
595,Hannah Cifers,48,0.7272727272727273,22,0.57,0,Women's Strawweight,False
596,Polyana Viana,5,0.3333333333333333,2,0.18,0,Women's Strawweight,False
597,Emily Whitmire,18,0.75,9,0.6,0,Women's Strawweight,False
598,Ike Villanueva,21,1.0,15,1.0,1,Light Heavyweight,True
599,Jordan Wright,23,0.9583333333333334,7,1.0,0,Light Heavyweight,False
600,Carlton Minus,122,0.5147679324894515,118,0.5,1,Welterweight,False
601,Matthew Semelsberger,89,0.4517766497461929,77,0.42,0,Welterweight,False
602,Daniel Rodriguez,31,0.4305555555555556,30,0.44,1,Welterweight,False
603,Dwight Grant,15,0.46875,15,0.46,3,Welterweight,True
604,Marcin Prachnio,21,0.8076923076923077,21,0.8,1,Light Heavyweight,True
605,Mike Rodriguez,23,0.7666666666666667,14,0.7,0,Light Heavyweight,False
606,Amanda Lemos,138,0.7624309392265194,57,0.6,0,Women's Strawweight,False
607,Inoue Mizuki,102,0.68,83,0.64,1,Women's Strawweight,False
608,Mariya Agapova,41,0.6949152542372882,24,0.66,0,Women's Flyweight,True
609,Shana Dobson,56,0.6292134831460674,22,0.47,0,Women's Flyweight,False
610,Austin Hubbard,36,0.8372093023255814,13,0.65,0,Lightweight,False
611,Joe Solecki,9,0.6428571428571429,9,0.64,0,Lightweight,False
612,Pedro Munhoz,135,0.371900826446281,135,0.37,0,Bantamweight,False
613,Frankie Edgar,166,0.4742857142857143,166,0.47,0,Bantamweight,False
614,Timur Valiev,31,0.5636363636363636,26,0.52,1,Catch Weight,False
615,Trevin Jones,66,0.7096774193548387,66,0.7,1,Catch Weight,False
616,Junior Dos Santos,42,0.6363636363636364,42,0.63,1,Heavyweight,True
617,Jairzinho Rozenstruik,24,0.5454545454545454,24,0.54,0,Heavyweight,False
618,Herbert Burns,173,0.8439024390243902,57,0.76,0,Featherweight,True
619,Daniel Pineda,35,0.7291666666666666,10,0.45,0,Featherweight,False
620,Felice Herrig,12,0.8,4,0.8,0,Women's Strawweight,False
621,Virna Jandiroba,3,1.0,1,1.0,0,Women's Strawweight,False
622,Sean O'Malley,18,0.6,18,0.6,0,Bantamweight,True
623,Marlon Vera,10,0.47619047619047616,10,0.47,0,Bantamweight,False
624,John Dodson,88,0.5146198830409356,50,0.37,0,Bantamweight,False
625,Merab Dvalishvili,31,0.34444444444444444,27,0.31,0,Bantamweight,False
626,Stipe Miocic,145,0.6502242152466368,105,0.57,0,Heavyweight,False
627,Daniel Cormier,171,0.7008196721311475,115,0.61,1,Heavyweight,False
628,TJ Brown,52,0.46017699115044247,49,0.44,0,Featherweight,False
629,Danny Chavez,59,0.3782051282051282,43,0.3,0,Featherweight,False
630,Jim Miller,84,0.6774193548387096,41,0.52,0,Lightweight,False
631,Vinc Pichel,26,0.45614035087719296,14,0.35,0,Lightweight,False
632,Chris Daukaus,18,0.33962264150943394,17,0.32,0,Heavyweight,False
633,Parker Porter,45,0.6716417910447762,37,0.62,2,Heavyweight,True
634,Kai Kamaka,185,0.6208053691275168,114,0.5,0,Featherweight,False
635,Tony Kelley,138,0.6388888888888888,114,0.61,0,Featherweight,False
636,Ashley Yoder,70,0.7368421052631579,46,0.65,0,Women's Strawweight,False
637,Livinha Souza,89,0.5056818181818182,32,0.28,0,Women's Strawweight,False
638,Tim Means,81,0.47093023255813954,71,0.44,0,Welterweight,False
639,Laureano Staropoli,126,0.6666666666666666,85,0.57,1,Welterweight,False
640,Kevin Holland,41,0.33884297520661155,40,0.33,0,Middleweight,False
641,Joaquin Buckley,86,0.6099290780141844,79,0.58,2,Middleweight,True
642,Nasrat Haqparast,40,0.272108843537415,37,0.25,0,Lightweight,False
643,Alexander Munoz,108,0.4931506849315068,104,0.48,0,Lightweight,False
644,Derrick Lewis,3,0.42857142857142855,2,0.33,0,Heavyweight,False
645,Aleksei Oleinik,35,0.8333333333333334,35,0.83,1,Heavyweight,True
646,Yana Kunitskaya,30,0.6,6,0.23,0,Women's Bantamweight,False
647,Julija Stoliarenko,209,0.8228346456692913,43,0.75,0,Women's Bantamweight,False
648,Beneil Dariush,11,0.55,9,0.5,0,Lightweight,False
649,Scott Holtzman,36,0.5625,36,0.56,1,Lightweight,True
650,Maki Pitolo,14,0.358974358974359,13,0.34,0,Middleweight,False
651,Darren Stewart,14,0.42424242424242425,12,0.38,0,Middleweight,False
652,Omari Akhmedov,67,0.6836734693877551,29,0.51,0,Middleweight,False
653,Chris Weidman,60,0.5084745762711864,33,0.36,0,Middleweight,False
654,Youssef Zalal,68,0.6355140186915887,23,0.4,0,Featherweight,False
655,Peter Barrett,82,0.6356589147286822,54,0.58,1,Featherweight,False
656,Irwin Rivera,54,0.4576271186440678,44,0.41,0,Bantamweight,False
657,Ali AlQaisi,45,0.5487804878048781,36,0.49,0,Bantamweight,False
658,Gavin Tucker,42,0.4077669902912621,41,0.4,1,Featherweight,False
